Id,Ident,Type,Name,Latitude_deg,Longitude_deg,Elevation_ft,Continent,Country_name,Iso_country,Region_name,Iso_region,Local_region,Municipality,Scheduled_service,Gps_code,Iata_code,Local_code,Home_link,Wikipedia_link,Keywords,Score,Last_updated
28253,CJX8,seaplane_base,"Hatchet Lake Seaplane Base",58.633301,-103.583,1286,NA,Canada,CA,Saskatchewan,CA-SK,SK,,0,CJX8,,CJX8,,https://en.wikipedia.org/wiki/Hatchet_Lake_Water_Aerodrome,JX8,25,2016-10-16T01:21:50+00:00
28254,CTE3,seaplane_base,"Havre St-Pierre Seaplane Base",50.263302,-63.550598,100,NA,Canada,CA,Quebec,CA-QC,QC,,0,CTE3,,CTE3,,https://en.wikipedia.org/wiki/Havre_Saint-Pierre_Water_Aerodrome,TE3,25,2016-10-16T01:25:55+00:00
28255,CNH6,seaplane_base,"Hawk Junction Seaplane Base",48.08330154418945,-84.55000305175781,1030,NA,Canada,CA,Ontario,CA-ON,ON,,0,CNH6,,CNH6,,,,25,2008-06-13T14:30:04+00:00
28256,CEF8,seaplane_base,"Hay River Seaplane Base",60.851835,-115.729587,514,NA,Canada,CA,"Northwest Territories",CA-NT,NT,,0,CEF8,,CEF8,,https://en.wikipedia.org/wiki/Hay_River_Water_Aerodrome,EF8,25,2016-10-16T01:31:46+00:00
28262,CJA9,seaplane_base,"Hudson Seaplane Base",50.099998474121094,-92.16670227050781,1171,NA,Canada,CA,Ontario,CA-ON,ON,,0,CJA9,,CJA9,,,,25,2008-06-13T14:30:04+00:00
28264,CPY7,seaplane_base,"Huntsville/Bella Lake Seaplane Base",45.45280075073242,-79.02559661865234,1168,NA,Canada,CA,Ontario,CA-ON,ON,,0,CPY7,,CPY7,,,,25,2008-06-13T14:30:04+00:00
28265,CHL6,seaplane_base,"Huntsville (North) Seaplane Base",45.33140182495117,-79.25810241699219,931,NA,Canada,CA,Ontario,CA-ON,ON,,0,CHL6,,CHL6,,,,25,2008-06-13T14:30:04+00:00
28266,CJD9,seaplane_base,"Ignace Seaplane Base",49.41669845581055,-91.66670227050781,1486,NA,Canada,CA,Ontario,CA-ON,ON,,0,CJD9,,CJD9,,,,25,2008-06-13T14:30:04+00:00
28267,CEE3,seaplane_base,"Inuvik/Shell Lake Seaplane Base",68.316704,-133.617007,57,NA,Canada,CA,"Northwest Territories",CA-NT,NT,,0,CEE3,,CEE3,,https://en.wikipedia.org/wiki/Inuvik/Shell_Lake_Water_Aerodrome,EE3,25,2016-10-16T07:13:56+00:00
28268,CAH7,seaplane_base,"Kamloops Seaplane Base",50.700003,-120.432999,1129,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAH7,,CAH7,,https://en.wikipedia.org/wiki/Kamloops_Water_Aerodrome,AH7,25,2016-10-16T07:19:43+00:00
28269,CJP5,seaplane_base,"Kasba Lake Seaplane Base",60.28329849243164,-102.51699829101562,1089,NA,Canada,CA,"Northwest Territories",CA-NT,NT,,0,CJP5,,CJP5,,,,25,2008-06-13T14:30:04+00:00
28273,CBA3,seaplane_base,"Kincolith Seaplane Base",55,-129.9499969482422,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CBA3,,CBA3,,,,25,2008-07-14T08:45:08+00:00
28275,CKW8,seaplane_base,"Knee Lake Seaplane Base",54.89080047607422,-94.80750274658203,577,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKW8,,CKW8,,,,25,2008-06-13T14:30:04+00:00
28276,CAR7,seaplane_base,"Kyuquot Seaplane Base",50.03329849243164,-127.36699676513672,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAR7,,CAR7,,,,25,2008-07-14T08:45:08+00:00
28279,CTS3,seaplane_base,"Lac Berthelot Seaplane Base",48.52000045776367,-76.1624984741211,1250,NA,Canada,CA,Quebec,CA-QC,QC,,0,CTS3,,CTS3,,,,25,2008-06-13T14:30:04+00:00
28280,CTV2,seaplane_base,"Lac-Des-Écorces Seaplane Base",46.54859924316406,-75.4186019897461,753,NA,Canada,CA,Quebec,CA-QC,QC,,0,CTV2,,CTV2,,,,25,2008-06-13T14:30:04+00:00
28281,CSA9,seaplane_base,"Lac-Des-Îles Seaplane Base",46.4119,-75.519995,660,NA,Canada,CA,Quebec,CA-QC,QC,,0,CSA9,,CSA9,,https://en.wikipedia.org/wiki/Lac-des-%C3%8Eles_Water_Aerodrome,SA9,25,2016-12-10T11:53:44+00:00
28282,CJS9,seaplane_base,"Lac Du Bonnet (North) Seaplane Base",50.28329849243164,-96,836,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CJS9,,CJS9,,,,25,2008-06-13T14:30:04+00:00
28286,CJU9,seaplane_base,"Lac La Croix Seaplane Base",48.349998474121094,-92.19999694824219,1184,NA,Canada,CA,Ontario,CA-ON,ON,,0,CJU9,,CJU9,,,,25,2008-06-13T14:30:04+00:00
28288,CTD3,seaplane_base,"Lac Sébastien Seaplane Base",48.65169906616211,-71.14579772949219,,NA,Canada,CA,Quebec,CA-QC,QC,,0,CTD3,,CTD3,,,,25,2008-07-14T08:45:08+00:00
28289,CSP8,seaplane_base,"Lac Sept-Îles Seaplane Base",46.939701,-71.745003,685,NA,Canada,CA,Quebec,CA-QC,QC,,0,CSP8,,CSP8,,,SP8,25,2017-09-08T22:28:18+00:00
28290,CTX2,seaplane_base,"Lac Trévet Seaplane Base",48.159400939941406,-76.13780212402344,1420,NA,Canada,CA,Quebec,CA-QC,QC,,0,CTX2,,CTX2,,,,25,2008-06-13T14:30:04+00:00
28291,CLB6,seaplane_base,"La Grande-4/Lac Bottine Seaplane Base",53.7094,-73.720801,,NA,Canada,CA,Quebec,CA-QC,QC,,0,CLB6,,CLB6,,https://en.wikipedia.org/wiki/La_Grande-4/Lac_de_la_Falaise_Water_Aerodrome,"Lac de la Falaise, Lac Katatipawasakakamaw",25,2016-10-14T09:41:10+00:00
28293,CNT5,seaplane_base,"Lake Muskoka/Dudley Bay Seaplane Base",45.03329849243164,-79.5999984741211,739,NA,Canada,CA,Ontario,CA-ON,ON,,0,CNT5,,CNT5,,,,25,2008-06-13T14:30:04+00:00
28295,CPF9,seaplane_base,"Lake Rosseau/Arthurlie Bay Seaplane Base",45.11669921875,-79.55000305175781,742,NA,Canada,CA,Ontario,CA-ON,ON,,0,CPF9,,CPF9,,,,25,2008-06-13T14:30:04+00:00
28297,CNP2,seaplane_base,"Lake Rosseau/Windermere Seaplane Base",45.16669845581055,-79.5333023071289,742,NA,Canada,CA,Ontario,CA-ON,ON,,0,CNP2,,CNP2,,,,25,2008-06-13T14:30:04+00:00
28299,CLL2,seaplane_base,"Langille Lake Seaplane Base",44.45000076293945,-64.44779968261719,185,NA,Canada,CA,"Nova Scotia",CA-NS,NS,,0,CLL2,,CLL2,,,,25,2008-06-13T14:30:04+00:00
28300,CJZ9,seaplane_base,"La Ronge Seaplane Base",55.099998,-105.282997,1193,NA,Canada,CA,Saskatchewan,CA-SK,SK,,0,CJZ9,,CJZ9,,https://en.wikipedia.org/wiki/La_Ronge_Water_Aerodrome,JZ9,25,2016-10-15T21:20:44+00:00
28301,CAT7,seaplane_base,"Lasqueti Island/False Bay Seaplane Base",49.5,-124.3499984741211,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAT7,,CAT7,,,,25,2008-07-14T08:45:08+00:00
28303,CKA3,seaplane_base,"Leaf Rapids Seaplane Base",56.54999923706055,-99.93329620361328,849,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKA3,,CKA3,,,,25,2008-06-13T14:30:04+00:00
28304,CNZ9,seaplane_base,"Little Current Seaplane Base",45.9838981628418,-81.95860290527344,581,NA,Canada,CA,Ontario,CA-ON,ON,,0,CNZ9,,CNZ9,,,,25,2008-06-13T14:30:04+00:00
28306,CKD3,seaplane_base,"Lynn Lake (Eldon Lake) Seaplane Base",56.81719970703125,-101.01899719238281,1100,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKD3,,CKD3,,,,25,2008-06-13T14:30:04+00:00
28307,CPZ7,seaplane_base,"MacTier/Francis Island Seaplane Base",45.150299072265625,-80.01920318603516,580,NA,Canada,CA,Ontario,CA-ON,ON,,0,CPZ7,,CPZ7,,,,25,2008-06-13T14:30:04+00:00
28308,CSH8,seaplane_base,"Manicouagan/Lac Louise Seaplane Base",50.657501220703125,-68.82279968261719,1300,NA,Canada,CA,Quebec,CA-QC,QC,,0,CSH8,,CSH8,,,,25,2008-06-13T14:30:04+00:00
28309,CPJ9,seaplane_base,"Manitowaning Seaplane Base",45.733297,-81.800001,581,NA,Canada,CA,Ontario,CA-ON,ON,,0,CPJ9,,CPJ9,,https://en.wikipedia.org/wiki/Manitowaning_Water_Aerodrome,PR6,25,2016-12-08T16:12:09+00:00
28311,CAV7,seaplane_base,"Mansons Landing Seaplane Base",50.0666999817,-124.983001709,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAV7,YMU,CAV7,,https://en.wikipedia.org/wiki/Mansons_Landing_Water_Aerodrome,,25,2012-04-24T00:42:59+00:00
28313,CSW8,seaplane_base,"Matagami Seaplane Base",49.73440170288086,-77.61969757080078,775,NA,Canada,CA,Quebec,CA-QC,QC,,0,CSW8,,CSW8,,,,25,2008-06-13T14:30:04+00:00
28314,CPT7,seaplane_base,"Mattawa Seaplane Base",46.3114013671875,-78.7228012084961,500,NA,Canada,CA,Ontario,CA-ON,ON,,0,CPT7,,CPT7,,,,25,2008-06-13T14:30:04+00:00
28316,CKJ3,seaplane_base,"Mcgavock Lake Seaplane Base",56.56669998168945,-101.5,1100,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKJ3,,CKJ3,,,,25,2008-06-13T14:30:04+00:00
28317,CMA4,seaplane_base,"Miminiska Seaplane Base",51.60139846801758,-88.58080291748047,,NA,Canada,CA,Ontario,CA-ON,ON,,0,CMA4,,CMA4,,,,25,2008-07-14T08:45:08+00:00
28319,CAX7,seaplane_base,"Minstrel Island Seaplane Base",50.61669921875,-126.31700134277344,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAX7,,CAX7,,,,25,2008-07-14T08:45:08+00:00
28321,CSE6,seaplane_base,"Mistissini Seaplane Base",50.41669845581055,-73.86669921875,1229,NA,Canada,CA,Quebec,CA-QC,QC,,0,CSE6,,CSE6,,,,25,2008-06-13T14:30:04+00:00
28326,CBE8,seaplane_base,"Moose Lake (Lodge) Seaplane Base",53.075801849365234,-125.4010009765625,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CBE8,,CBE8,,,,25,2008-07-14T08:45:08+00:00
28327,CNB7,seaplane_base,"Moosonee Seaplane Base",51.266700744628906,-80.6500015258789,,NA,Canada,CA,Ontario,CA-ON,ON,,0,CNB7,,CNB7,,,,25,2008-07-14T08:45:08+00:00
28328,CBF8,seaplane_base,"Muncho Lake/Mile 462 Seaplane Base",59.0099983215332,-125.77400207519531,2681,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CBF8,,CBF8,,,,25,2008-06-13T14:30:04+00:00
28329,CET8,seaplane_base,"Nahanni Butte Seaplane Base",61.03329849243164,-123.3499984741211,550,NA,Canada,CA,"Northwest Territories",CA-NT,NT,,0,CET8,,CET8,,,,25,2008-06-13T14:30:04+00:00
28331,CEP9,seaplane_base,"Namushka Lodge Seaplane Base",62.41669845581055,-113.3499984741211,670,NA,Canada,CA,"Northwest Territories",CA-NT,NT,,0,CEP9,,CEP9,,,,25,2008-06-13T14:30:04+00:00
28334,CSY8,seaplane_base,"Natashquan (Lac De L'Avion) Seaplane Base",50.189201,-61.753899,35,NA,Canada,CA,Quebec,CA-QC,QC,,0,CSY8,,CSY8,,,SY8,25,2017-09-08T21:35:58+00:00
28336,CKT3,seaplane_base,"Nestor Falls Seaplane Base",49.11669921875,-93.91670227050781,1076,NA,Canada,CA,Ontario,CA-ON,ON,,0,CKT3,,CKT3,,,,25,2008-06-13T14:30:04+00:00
28337,CKW3,seaplane_base,"Nestor Falls/Sabaskong Bay Seaplane Base",49.13330078125,-93.93329620361328,1060,NA,Canada,CA,Ontario,CA-ON,ON,,0,CKW3,,CKW3,,,,25,2008-06-13T14:30:04+00:00
28338,CCA2,seaplane_base,"New Germany Seaplane Base",44.54999923706055,-64.75,200,NA,Canada,CA,"Nova Scotia",CA-NS,NS,,0,CCA2,,CCA2,,,,25,2008-06-13T14:30:04+00:00
28340,CKU3,seaplane_base,"Nipawin Seaplane Base",53.400001525878906,-104.01699829101562,1029,NA,Canada,CA,Saskatchewan,CA-SK,SK,,0,CKU3,,CKU3,,,,25,2008-06-13T14:30:04+00:00
28342,CEU8,seaplane_base,"Norman Wells Seaplane Base",65.2572021484375,-126.68499755859375,,NA,Canada,CA,"Northwest Territories",CA-NT,NT,,0,CEU8,,CEU8,,,,25,2008-07-14T08:45:08+00:00
28343,CNH7,seaplane_base,"North Bay Seaplane Base",46.33110046386719,-79.40139770507812,663,NA,Canada,CA,Ontario,CA-ON,ON,,0,CNH7,,CNH7,,,,25,2008-06-13T14:30:04+00:00
28344,CKY3,seaplane_base,"Norway House Seaplane Base",53.98529815673828,-97.79389953613281,712,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKY3,,CKY3,,,,25,2008-06-13T14:30:04+00:00
28345,CKP8,seaplane_base,"Obre Lake/North of Sixty Seaplane Base",60.3203010559082,-103.12699890136719,,NA,Canada,CA,"Northwest Territories",CA-NT,NT,,0,CKP8,,CKP8,,,,25,2008-07-14T08:45:08+00:00
28351,CKB4,seaplane_base,"Otter Lake Seaplane Base",55.599998474121094,-104.76699829101562,1143,NA,Canada,CA,Saskatchewan,CA-SK,SK,,0,CKB4,,CKB4,,,,25,2008-06-13T14:30:04+00:00
28354,CSE9,seaplane_base,"Parent Seaplane Base",47.89189910888672,-74.6406021118164,1350,NA,Canada,CA,Quebec,CA-QC,QC,,0,CSE9,,CSE9,,,,25,2008-06-13T14:30:04+00:00
28355,CPT8,seaplane_base,"Parry Sound/Deep Bay Seaplane Base",45.39860153198242,-80.18190002441406,580,NA,Canada,CA,Ontario,CA-ON,ON,,0,CPT8,,CPT8,,,,25,2008-06-13T14:30:04+00:00
28359,CPS8,seaplane_base,"Parry Sound/Huron Island Seaplane Base",45.17940139770508,-80.10669708251953,580,NA,Canada,CA,Ontario,CA-ON,ON,,0,CPS8,,CPS8,,,,25,2008-06-13T14:30:04+00:00
28360,CPD6,seaplane_base,"Parry Sound/St. Waleran Island Seaplane Base",45.24919891357422,-80.20359802246094,580,NA,Canada,CA,Ontario,CA-ON,ON,,0,CPD6,,CPD6,,,,25,2008-06-13T14:30:04+00:00
28361,CEW8,seaplane_base,"Paulatuk Seaplane Base",69.3499984741211,-124.06700134277344,,NA,Canada,CA,"Northwest Territories",CA-NT,NT,,0,CEW8,,CEW8,,,,25,2008-07-14T08:45:08+00:00
28366,CPT6,seaplane_base,"Perry Lake Seaplane Base",48.532501,-80.107202,1050,NA,Canada,CA,Ontario,CA-ON,ON,,0,CPT6,,CPT6,,https://en.wikipedia.org/wiki/Perry_Lake_Water_Aerodrome,PT6,25,2016-12-10T00:08:32+00:00
28367,CKG4,seaplane_base,"Pickle Lake Seaplane Base",51.46670150756836,-90.19999694824219,1180,NA,Canada,CA,Ontario,CA-ON,ON,,0,CKG4,,CKG4,,,,25,2008-06-13T14:30:04+00:00
28369,CKT8,seaplane_base,"Pine Dock Seaplane Base",51.610801696777344,-96.81719970703125,712,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKT8,,CKT8,,,,25,2008-06-13T14:30:04+00:00
28371,CKC2,seaplane_base,"Points North Landing Seaplane Base",58.266700744628906,-104.08300018310547,,NA,Canada,CA,Saskatchewan,CA-SK,SK,,0,CKC2,,CKC2,,,,25,2008-07-14T08:45:08+00:00
28372,CND9,seaplane_base,"Portage Lake Seaplane Base",45.766700744628906,-80.2332992553711,710,NA,Canada,CA,Ontario,CA-ON,ON,,0,CND9,,CND9,,,,25,2008-06-13T14:30:04+00:00
28373,CPW9,seaplane_base,"Port Alberni Seaplane Base",49.23189926147461,-124.81500244140625,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CPW9,,CPW9,,,,25,2008-07-14T08:45:08+00:00
28378,CAW5,seaplane_base,"Port Hardy Seaplane Base",50.71670150756836,-127.48300170898438,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAW5,,CAW5,,,,25,2008-07-14T08:45:08+00:00
28379,CNQ7,seaplane_base,"Port Loring Seaplane Base",45.8923380253,-80.10301351550001,668,NA,Canada,CA,Ontario,CA-ON,ON,,0,CNQ7,,CNQ7,,,,25,2009-10-15T11:27:01+00:00
28380,CAM8,seaplane_base,"Port McNeill Seaplane Base",50.5922314571,-127.088384628,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAM8,,CAM8,,,AM8,25,2010-09-23T10:57:54+00:00
28384,CAQ8,seaplane_base,"Powell Lake Seaplane Base",49.8833007812,-124.532997131,183,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAQ8,WPL,CAQ8,,https://en.wikipedia.org/wiki/Powell_Lake_Water_Aerodrome,,25,2013-06-30T13:03:10+00:00
28389,CAQ6,seaplane_base,"Queen Charlotte City Seaplane Base",53.25,-132.06700134277344,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAQ6,,CAQ6,,,,25,2008-07-14T08:45:08+00:00
28391,CKQ4,seaplane_base,"Rainy River Seaplane Base",48.71670150756836,-94.56670379638672,1062,NA,Canada,CA,Ontario,CA-ON,ON,,0,CKQ4,,CKQ4,,,,25,2008-06-13T14:30:04+00:00
28392,CKS4,seaplane_base,"Red Lake Seaplane Base",51.03329849243164,-93.83329772949219,1165,NA,Canada,CA,Ontario,CA-ON,ON,,0,CKS4,,CKS4,,,,25,2008-06-13T14:30:04+00:00
28393,CKT4,seaplane_base,"Red Sucker Lake Seaplane Base",54.154701232910156,-93.56330108642578,720,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKT4,,CKT4,,,,25,2008-06-13T14:30:04+00:00
28398,CKP6,seaplane_base,"Round Lake (Weagamow Lake) Seaplane Base",52.948299407958984,-91.34919738769531,951,NA,Canada,CA,Ontario,CA-ON,ON,,0,CKP6,,CKP6,,,,25,2008-06-13T14:30:04+00:00
28399,CBZ8,seaplane_base,"Rykerts Seaplane Base",48.983299255371094,-116.5,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CBZ8,,CBZ8,,,,25,2008-07-14T08:45:08+00:00
28401,CSP9,seaplane_base,"Ste-Anne-Du-Lac Seaplane Base",46.881901,-75.321702,817,NA,Canada,CA,Quebec,CA-QC,QC,,0,CSP9,,CSP9,,,SP9,25,2017-09-08T22:19:07+00:00
28403,CSV9,seaplane_base,"St-Mathias Seaplane Base",45.5028,-73.252197,25,NA,Canada,CA,Quebec,CA-QC,QC,,0,CSV9,,CSV9,,https://en.wikipedia.org/wiki/Saint-Mathias_Water_Aerodrome,SV9,25,2016-10-27T20:53:02+00:00
28405,CJD6,seaplane_base,"Sand Point Lake Seaplane Base",48.33330154418945,-92.44999694824219,1119,NA,Canada,CA,Ontario,CA-ON,ON,,0,CJD6,,CJD6,,,,25,2008-06-13T14:30:04+00:00
28406,CKB5,seaplane_base,"Sandy Bay Seaplane Base",55.516700744628906,-102.31700134277344,933,NA,Canada,CA,Saskatchewan,CA-SK,SK,,0,CKB5,,CKB5,,,,25,2008-06-13T14:30:04+00:00
28407,CKE5,seaplane_base,"Sandy Lake Seaplane Base",53.04999923706055,-93.33329772949219,901,NA,Canada,CA,Ontario,CA-ON,ON,,0,CKE5,,CKE5,,,,25,2008-06-13T14:30:04+00:00
28410,CJP3,seaplane_base,"Savant Lake (Sturgeon Lake) Seaplane Base",50.20000076293945,-90.68329620361328,1342,NA,Canada,CA,Ontario,CA-ON,ON,,0,CJP3,,CJP3,,,,25,2008-06-13T14:30:04+00:00
28411,CSZ9,seaplane_base,"Schefferville/Squaw Lake Seaplane Base",54.828098,-66.801399,1616,NA,Canada,CA,Quebec,CA-QC,QC,,0,CSZ9,,CSZ9,,,SZ9,25,2017-09-08T22:00:11+00:00
28412,CKC5,seaplane_base,"Selkirk Seaplane Base",50.16669845581055,-96.86669921875,735,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKC5,,CKC5,,,,25,2008-06-13T14:30:04+00:00
28415,CKB9,seaplane_base,"Shoal Lake Seaplane Base",50.43330001831055,-100.5999984741211,,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKB9,,CKB9,,,,25,2008-07-14T08:45:08+00:00
28416,CKJ5,seaplane_base,"Silver Falls Seaplane Base",50.5,-96.0999984741211,755,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKJ5,,CKJ5,,,,25,2008-06-13T14:30:04+00:00
28417,CKA6,seaplane_base,"Sioux Lookout Seaplane Base",50.09189987182617,-91.9124984741211,1171,NA,Canada,CA,Ontario,CA-ON,ON,,0,CKA6,,CKA6,,,,25,2008-06-13T14:30:04+00:00
28418,CPQ7,seaplane_base,"Skeleton Lake Seaplane Base",45.23189926147461,-79.43609619140625,920,NA,Canada,CA,Ontario,CA-ON,ON,,0,CPQ7,,CPQ7,,,,25,2008-06-13T14:30:04+00:00
28420,CNS2,seaplane_base,"Smoky Lake Seaplane Base",45.849998474121094,-80.2166976928711,725,NA,Canada,CA,Ontario,CA-ON,ON,,0,CNS2,,CNS2,,,,25,2008-06-13T14:30:04+00:00
28421,CKM5,seaplane_base,"Snow Lake Seaplane Base",54.883301,-100.032997,890,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKM5,,CKM5,,https://en.wikipedia.org/wiki/Snow_Lake_Water_Aerodrome,KM5,25,2016-10-27T22:04:27+00:00
28423,CKP5,seaplane_base,"Southend Seaplane Base",56.333302,-103.282997,1106,NA,Canada,CA,Saskatchewan,CA-SK,SK,,0,CKP5,,CKP5,,https://en.wikipedia.org/wiki/Southend_Water_Aerodrome,KP5,25,2016-10-27T22:11:01+00:00
28424,CSU6,seaplane_base,"Spout Lake Seaplane Base",52.00749969482422,-121.44499969482422,3560,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CSU6,,CSU6,,,,25,2008-06-13T14:30:04+00:00
28426,CKK8,seaplane_base,"Staunton Lake Seaplane Base",50.38309860229492,-90.65859985351562,1365,NA,Canada,CA,Ontario,CA-ON,ON,,0,CKK8,,CKK8,,,,25,2008-07-13T21:58:16+00:00
28431,CNB8,seaplane_base,"Sudbury/Ramsey Lake Seaplane Base",46.47999954223633,-80.98529815673828,810,NA,Canada,CA,Ontario,CA-ON,ON,,0,CNB8,,CNB8,,,,25,2008-06-13T14:30:04+00:00
28436,CED9,seaplane_base,"Taltheilei Narrows Seaplane Base",62.599998474121094,-111.51699829101562,514,NA,Canada,CA,"Northwest Territories",CA-NT,NT,,0,CED9,,CED9,,,,25,2008-06-13T14:30:04+00:00
28439,CTM2,seaplane_base,"Temagami/Mine Landing Seaplane Base",46.96030044555664,-80.02310180664062,962,NA,Canada,CA,Ontario,CA-ON,ON,,0,CTM2,,CTM2,,,,25,2008-06-13T14:30:04+00:00
28442,CKD6,seaplane_base,"Thompson Seaplane Base",55.75,-97.83329772949219,596,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKD6,,CKD6,,,,25,2008-06-13T14:30:04+00:00
28449,CEG9,seaplane_base,"Trout Lake Seaplane Base",60.43330001831055,-121.25,,NA,Canada,CA,"Northwest Territories",CA-NT,NT,,0,CEG9,,CEG9,,,,25,2008-07-14T08:45:08+00:00
28450,CAN3,seaplane_base,"Ucluelet Seaplane Base",48.950003,-125.550005,,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAN3,,CAN3,,https://en.wikipedia.org/wiki/Ucluelet_Water_Aerodrome,AN3,25,2016-10-27T19:47:03+00:00
28457,CVW2,seaplane_base,"Vernon/Wildlife Seaplane Base",50.24359893798828,-119.34400177001953,1122,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CVW2,,CVW2,,,,25,2008-06-13T14:30:04+00:00
28460,CKK6,seaplane_base,"Wabowden Seaplane Base",54.91669845581055,-98.61669921875,744,NA,Canada,CA,Manitoba,CA-MB,MB,,0,CKK6,,CKK6,,,,25,2008-06-13T14:30:04+00:00
28461,CCX5,seaplane_base,"Wabush Seaplane Base",52.9333,-66.900002,1700,NA,Canada,CA,"Newfoundland and Labrador",CA-NL,NL,,0,CCX5,,CCX5,,https://en.wikipedia.org/wiki/Wabush_Water_Aerodrome,CX5,25,2017-10-07T17:37:18+00:00
28462,CEJ9,seaplane_base,"Watson Lake Seaplane Base",60.111638,-128.766875,2232,NA,Canada,CA,Yukon,CA-YT,YT,,0,CEJ9,,CEJ9,,,,25,2020-08-25T18:01:55+00:00
28463,CAW9,seaplane_base,"Whaletown Seaplane Base",50.108504,-125.051001,0,NA,Canada,CA,"British Columbia",CA-BC,BC,,0,CAW9,,CAW9,,https://en.wikipedia.org/wiki/Whaletown_Water_Aerodrome,AW9,25,2016-10-22T08:20:21+00:00
11635,4O6,seaplane_base,"Cherokee Seaplane Base",36.58340072631836,-94.91690063476562,739,NA,"United States",US,Oklahoma,US-OK,OK,Afton,0,4O6,,4O6,,,,25,2008-06-13T14:30:04+00:00
28152,CER6,seaplane_base,"Aklavik Seaplane Base",68.222504,-134.992007,7,NA,Canada,CA,"Northwest Territories",CA-NT,NT,Aklavik,0,CER6,,CER6,,https://en.wikipedia.org/wiki/Aklavik_Water_Aerodrome,ER6,25,2016-10-21T07:52:09+00:00
17610,H63,seaplane_base,"Harlan County Lake Seaplane Base",40.04309844970703,-99.25090026855469,1946,NA,"United States",US,Nebraska,US-NE,NE,Alma,0,H63,,H63,,,,25,2008-06-13T14:30:04+00:00
10449,3FD9,seaplane_base,"Prairie Lake Private Residential Seaplane Base",28.6567,-81.353401,86,NA,"United States",US,Florida,US-FL,FL,"Altamonte Springs",0,3FD9,,3FD9,,,,25,2021-04-14T17:29:52+00:00
21531,LA64,seaplane_base,"Bayou Boeuf Seaplane Base",29.683500289916992,-91.10009765625,2,NA,"United States",US,Louisiana,US-LA,LA,Amelia,0,LA64,,LA64,,,,25,2008-06-13T14:30:04+00:00
13355,6MA0,seaplane_base,"Lake Gardner Seaplane Base",42.86149978637695,-70.94339752197266,87,NA,"United States",US,Massachusetts,US-MA,MA,Amesbury,0,6MA0,,6MA0,,https://en.wikipedia.org/wiki/Lake_Gardner_Seaplane_Base,,25,2008-06-13T14:30:04+00:00
8833,21H,seaplane_base,"Skyline Seaplane Base",48.489077,-122.676773,,NA,"United States",US,Washington,US-WA,WA,Anacortes,0,,,21H,,,,25,2021-01-14T10:28:37+00:00
12412,5IN8,seaplane_base,"Crooked Lake Seaplane Base",41.672401,-85.041395,989,NA,"United States",US,Indiana,US-IN,IN,Angola,0,,,I58,,,"5IN8, Q58",25,2016-11-21T17:23:23+00:00
13305,6IN7,seaplane_base,"Lake Pleasant Seaplane Base",41.756999969482,-85.091903686523,960,NA,"United States",US,Indiana,US-IN,IN,Angola,0,C67,,C67,,,6IN7,25,2015-06-03T02:29:50+00:00
13307,6IN9,seaplane_base,"Lake James Seaplane Base",41.700000762939,-85.03929901123,964,NA,"United States",US,Indiana,US-IN,IN,Angola,0,01E,,01E,,,6IN9,25,2015-06-03T23:01:56+00:00
10612,3MN0,seaplane_base,"Shadduck Seaplane Base",45.292198181152344,-94.0947036743164,991,NA,"United States",US,Minnesota,US-MN,MN,Annandale,0,3MN0,,3MN0,,,,25,2008-06-13T14:30:04+00:00
6605,01MD,seaplane_base,"Annapolis Seaplane Base",38.999199,-76.456001,,NA,"United States",US,Maryland,US-MD,MD,Annapolis,0,01MD,,01MD,,,,25,2016-05-31T10:24:38+00:00
