Id,Ident,Type,Name,Latitude_deg,Longitude_deg,Elevation_ft,Continent,Country_name,Iso_country,Region_name,Iso_region,Local_region,Municipality,Scheduled_service,Gps_code,Iata_code,Local_code,Home_link,Wikipedia_link,Keywords,Score,Last_updated,TranslateName
323315,GQNO,large_airport,"Nouakchott–Oumtounsy International Airport",18.31,-15.9697222,9,AF,Mauritania,MR,"Nouakchott Region",MR-NKC,NKC,Nouakchott,1,GQNO,NKC,,,https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport,"Nouakchott,Oumtounsy",1000,2017-05-20T12:16:32+00:00,努瓦克肖特
27197,ZGNN,large_airport,"Nanning Wuxu Airport",22.608299,108.171997,421,AS,China,CN,"Guangxi Autonomous Region",CN-45,45,"Nanning (Jiangnan)",1,ZGNN,NNG,,http://www.nnairport.com/,https://en.wikipedia.org/wiki/Nanning_Wuxu_International_Airport,"南宁吴圩机场, Nanning Wuxu Air Base",1200,2020-12-16T14:31:36+00:00,南宁吴圩机场
335326,ZMCK,large_airport,"Ulaanbaatar Chinggis Khaan International Airport",47.646916,106.819833,4482,AS,Mongolia,MN,Tov,MN-047,047,"Ulaanbaatar (Sergelen)",1,ZMCK,UBN,,,https://en.wikipedia.org/wiki/New_Ulaanbaatar_International_Airport,"Khöshig Valley",1000,2021-03-12T14:09:43+00:00,
332096,YNT,large_airport,"Yantai Penglai International Airport",37.659724,120.978124,154,AS,China,CN,"Shandong Province",CN-37,37,Yantai,1,ZSYT,YNT,,http://www.ytairport.com.cn/,https://en.wikipedia.org/wiki/Yantai_Penglai_International_Airport,,1000,2021-10-12T15:00:19+00:00,烟台莱山机场
330388,LLER,large_airport,"Ramon International Airport",29.727009,35.014116,288,AS,Israel,IL,"Southern District",IL-D,D,Eilat,1,LLER,ETM,,,https://en.wikipedia.org/wiki/Ramon_Airport#Airlines_and_destinations,,1000,2022-01-28T13:32:15+00:00,
333692,OPIS,large_airport,"Islamabad International Airport",33.549,72.82566,1761,AS,Pakistan,PK,Punjab,PK-PB,PB,Islamabad,1,OPIS,ISB,,http://www.islamabadairport.com.pk/,https://en.wikipedia.org/wiki/Islamabad_International_Airport,,1000,2020-07-23T14:27:34+00:00,伊斯兰堡机场
342096,TAO,large_airport,"Qingdao Jiaodong International Airport",36.361953,120.088171,30,AS,China,CN,"Shandong Province",CN-37,37,"Jiaozhou, Qingdao",1,ZSQD,TAO,,,https://en.wikipedia.org/wiki/Qingdao_Jiaodong_International_Airport,,1000,2021-12-20T23:52:18+00:00,青岛流亭机场
42967,UUBW,large_airport,"Zhukovsky International Airport",55.553299,38.150002,377,EU,Russia,RU,"Moscow Oblast",RU-MOS,MOS,Moscow,1,UUBW,ZIA,,http://zia.aero/,https://en.wikipedia.org/wiki/Zhukovsky_International_Airport,"Аэропорт Раменское, Zhukovsky Air Base, Gromov Flight Research Institute, Лётно-исследовательский институт имени М. М. Громова, ЛИИ",1000,2019-01-13T21:26:56+00:00,
308033,FDSK,large_airport,"King Mswati III International Airport",-26.358611,31.716944,1092,AF,Eswatini,SZ,Lubombo,SZ-LU,LU,Mpaka,1,FDSK,SHO,,http://www.eswacaa.co.sz/airports/kingmswatiIII/,https://en.wikipedia.org/wiki/King_Mswati_III_International_Airport,"Sikhuphe International Airport",1000,2021-04-09T15:24:37+00:00,
326363,URRP,large_airport,"Platov International Airport",47.493888,39.924722,213,EU,Russia,RU,"Rostov Oblast",RU-ROS,ROS,Rostov-on-Don,1,URRP,ROV,,,https://en.wikipedia.org/wiki/Platov_International_Airport,"УРРП, Международный аэропорт Платов",1000,2018-02-08T20:52:54+00:00,罗斯托夫
309579,VCRI,large_airport,"Mattala Rajapaksa International Airport",6.284467,81.124128,157,AS,"Sri Lanka",LK,"Southern Province",LK-3,3,,1,VCRI,HRI,VCRI,http://www.mria.lk/,https://en.wikipedia.org/wiki/Mattala_Rajapaksa_International_Airport,"Hambantota International Airport",1000,2015-10-06T05:20:29+00:00,
337747,UAIT,large_airport,"Hazrat Sultan International Airport",43.313126,68.549881,1,AS,Kazakhstan,KZ,"South Kazakhstan Region",KZ-YUZ,YUZ,,1,UAIT,HSA,,,https://en.wikipedia.org/wiki/Hazret_Sultan_International_Airport,,1000,2020-12-15T07:47:32+00:00,
299738,OM-0003,large_airport,"Duqm International Airport",19.501944,57.634167,364,AS,Oman,OM,"Al Wusta Governorate",OM-WU,WU,Duqm,1,OODQ,DQM,,http://www.omanairports.com/,https://en.wikipedia.org/wiki/Duqm_Jaaluni_Airport,,1000,2018-04-26T11:52:02+00:00,
342095,ZUTF,large_airport,"Chengdu Tianfu International Airport",30.31252,104.441284,1440,AS,China,CN,"Sichuan Province",CN-51,51,"Jianyang, Chengdu",1,ZUTF,TFU,,,https://en.wikipedia.org/wiki/Chengdu_Tianfu_International_Airport,,1000,2022-01-01T17:22:32+00:00,
342308,LHS,large_airport,"Lake Havasu City International Airport",34.43826,-114.222531,400,NA,"United States",US,Arizona,US-AZ,AZ,"Lake Havasu City",1,LHSI,LHS,AZ99,,,,1000,2021-03-23T16:27:19+00:00,
302303,RKJB,large_airport,"Muan International Airport",34.991406,126.382814,35,AS,"South Korea",KR,Jeonranamdo,KR-46,46,"Piseo-ri (Muan)",1,RKJB,MWX,,http://muan.airport.co.kr/doc/muan_eng/,https://en.wikipedia.org/wiki/Muan_International_Airport,"Gwangju, Mokpo, Muan, MWX, RKJB",1000,2017-05-28T13:18:47+00:00,务安机场
339001,UWSG,large_airport,"Gagarin International Airport",51.712778,46.171111,103,EU,Russia,RU,"Saratov Oblast",RU-SAR,SAR,Saratov,1,UWSG,GSV,,http://gsv.aero/en/,https://en.wikipedia.org/wiki/Saratov_Gagarin_Airport,,1000,2021-01-10T04:09:50+00:00,
351695,US-6372,large_airport,"CLICK HERE TO APPLY FOR URGENT LOAN",42.287191,68.90625,,NA,"United States",US,Kansas,US-KS,KS,,0,,,,,,,850,2022-01-21T07:50:55+00:00,
351696,US-6373,large_airport,"CLICK HERE TO APPLY FOR URGENT LOAN",42.287191,68.90625,,NA,"United States",US,Kansas,US-KS,KS,,0,,,,,,,850,2022-01-21T07:51:10+00:00,
351697,US-6374,large_airport,"CLICK HERE TO APPLY FOR URGENT LOAN",42.287191,68.90625,,NA,"United States",US,Kansas,US-KS,KS,,0,,,,,,,850,2022-01-21T07:51:24+00:00,
351698,US-6375,large_airport,"CLICK HERE TO APPLY FOR URGENT LOAN",42.287191,68.90625,,NA,"United States",US,Kansas,US-KS,KS,,0,,,,,,,850,2022-01-21T07:51:37+00:00,
41136,RU-0016,large_airport,"Lipetsk Air Base",52.6349983215332,39.44499969482422,636,EU,Russia,RU,"Lipetsk Oblast",RU-LIP,LIP,Lipetsk,0,,,,,https://en.wikipedia.org/wiki/Lipetsk_Air_Base,,850,2008-08-11T13:10:57+00:00,
31923,MMSM,large_airport,"Santa Lucía Air Force Base / General Felipe Ángeles International Airport",19.7458,-99.0145,7369,NA,Mexico,MX,"México (state)",MX-MEX,MEX,"Mexico City (Santa Lucía)",0,MMSM,NLU,,https://www.gob.mx/nuevoaeropuertofelipeangeles,https://en.wikipedia.org/wiki/Mexico_City_Santa_Lucía_Airport,"Santa Lucia AFB, Mexico City Santa Lucía Airport, Zumpango",850,2021-10-13T02:29:02+00:00,
35046,RU-4464,large_airport,"Olenya Air Base",68.151802062988,33.463901519775,702,EU,Russia,RU,"Murmansk Oblast",RU-MUR,MUR,Olenegorsk,0,,,XLMO,,https://en.wikipedia.org/wiki/Olenya_(air_base),"ЬЛМО, Оленья, Olenegorsk",850,2015-09-25T10:50:57+00:00,
